merchant_id,shop_name,shop_type,address,taste_score,env_score,sever_score,avg_score,price,wgs84_lon,wgs84_lat,contact_phone,business_hours,status
60000754,六朝冰粉·清补凉,小吃快餐,北京东路71号,3.6,3.6,3.6,3.6,17,118.7979097,32.05994695,18012984568,10:30-21:30,1
60000755,一哥卷饼,小吃快餐,龙蟠路35号,3.8,3.7,3.7,3.8,13,118.7836548,32.09204466,17366038583,11:00-22:30,1
60000756,老燕皇·南京菜,家常菜,板仓街1-1号,4.7,4.6,4.7,4.7,91,118.8116181,32.06893687,025-85460599,10:00-21:00,1
60000757,零号地标酒吧,酒吧,建宁路1号,,,,0,,118.7783635,32.09121492,025-58005589,08:30-22:00,1
60000758,壹佰度,火锅,北京东路71号,,,,0,,118.7990309,32.05980977,,10:30-02:00,1
60000759,海底捞火锅,火锅,红山路88号常发广场1栋5楼,4.7,4.6,4.5,4.5,112,118.8047874,32.08776167,,11:00-21:30,1
60000760,邮局咖啡,咖啡厅,龙蟠路111号,3.8,3.9,3.8,3.8,21,118.7916069,32.087651,,10:30-21:00,1
60000761,空山 Coffee,咖啡厅,龙蟠路155号紫金联合广场3幢315室,3.6,3.7,3.7,3.7,,118.8026037,32.08207466,18261147659,18:00-02:30,1
60000762,壹度咖啡,咖啡厅,红山路88号常发广场88-135（3号楼一楼,3.9,4,4.1,4,16,118.8058325,32.08782552,18752022745,09:00-19:00,1
60000763,对象家猫咖,咖啡厅,傅厚岗1号富昇大厦六楼,3.4,3.5,3.5,3.5,44,118.7802993,32.06676598,,11:00-22:00,1
60000764,Coffee Maker,咖啡厅,锁金北路锁金三村1幢106室,4.2,4.2,4.3,4.3,20,118.811459,32.07644321,13915973336,07:30-19:30,1
60000765,徕咖,咖啡厅,龙蟠路88号国际展览中心A馆二楼,3.3,3.3,3.3,3.3,,118.8038787,32.0766537,17372259843,06:30-20:00,1
60000766,曼妙·大堂吧,咖啡厅,龙蟠路199号南京玄武湖假日酒店一楼（地铁4号线岗子村站2号出口旁）（地铁4号线岗子村站2号出口）,4.1,4.1,4.1,4.1,42,118.8105769,32.06874393,025-84270888,11:00-22:00,1
60000767,云极咖啡·VR SPACE,咖啡厅,玄武巷1号玄武湖景区芳桥,3.8,3.8,3.8,3.8,28,118.7886909,32.07817467,13776667906,10:30-21:30,1
60000768,Tims天好咖啡,咖啡厅,北京东路1号1层H-01,4.2,4.3,4.2,4.2,27,118.7822616,32.06066409,025-52215626,11:00-21:00,1
60000769,McCafé 麦咖啡,咖啡厅,中央路264号3号楼首层部分商铺,,,,0,35,118.7791853,32.08274309,025-86333293,10:30-22:00,1
60000770,干將面,小吃快餐,玄武门街道韶山路246号院门面,,,,0,,118.7853074,32.09120369,,10:00-21:30,1
60000771,和善园,小吃快餐,和燕路7号(小市地铁站1号口步行390米),3.7,3.7,3.7,3.7,5,118.783449,32.09778659,13913994436,10:30-22:00,1
60000772,标点美食相约烩面,小吃快餐,板仓街93-7号,4.2,4,4.1,4.2,27,118.8180852,32.07360486,18061247967,10:00-21:00,1
60000773,放心油条店,小吃快餐,高云岭33号,3.5,3.4,3.6,3.6,11,118.7772311,32.06792962,18351893351,10:30-20:00,1
60000774,红铁小店,小吃快餐,黄家圩186号,6.9,6.9,6.9,3.5,,118.7971378,32.0977178,,16:00-03:00,1
60000775,新疆炒米粉,小吃快餐,韶山路246号院一楼临街商铺,3.4,3.4,3.4,3.4,20,118.7858723,32.0908774,18115164795,11:00-21:00,1
60000776,安庆小吃,小吃快餐,芦席营3号,,,,0,13,118.7757225,32.07660684,13215550395,10:30-22:00,1
60000777,回味小吃,小吃快餐,小市新村18号,,,,0,13,118.7774199,32.09522267,,17:00-02:00,1
60000778,川嫂担担面,小吃快餐,东门街与东门前街交叉口东100米,3.6,3.5,3.6,3.6,15,118.782001,32.09642244,13815881711,10:00-23:00,1
60000779,鸡尚骨麻辣鸡架店,小吃快餐,小市街道中央门百灵街29号(小市地铁站1号口步行170米),,,,0,,118.7815624,32.09538167,18761661962,10:30-22:00,1
60000780,品味豆花,小吃快餐,南京林业大学锁金四村7栋104,4.2,4,4.1,4.2,14,118.8112096,32.07607067,13851938453,11:00-21:00,1
60000781,橋頭排骨,小吃快餐,和燕路168号红山动物园考拉馆出口处,3.5,3.5,3.5,3.5,21,118.7993715,32.09279245,,10:30-21:30,1
60000782,鲜道寿司,小吃快餐,龙蟠路南京林业大学新庄地铁站3号地铁口下去,3.8,4,4,3.9,22,118.8054125,32.07868383,15365194254,10:00-22:00,1
60000783,邮局咖啡,咖啡厅,龙蟠路121号生肖邮局,4.2,4.3,4.2,4.3,23,118.7930675,32.08697409,17372798670,10:30-21:30,1
60000784,小李汤包,小吃快餐,昆仑路凤凰新华管理学院东北侧约120米,3.7,3.7,3.7,3.8,16,118.7822919,32.0696611,18914724293,11:00-21:00,1
60000785,米德宝家庭快餐,小吃快餐,3号线小市站3-小市-01号商铺,3.6,3.6,3.6,3.6,37,118.7807032,32.0958907,18260073264,10:30-21:30,1
60000786,为民早点,小吃快餐,高云岭56号(玄武门地铁站出入口步行350米),3.5,3.5,3.5,3.5,8,118.7766402,32.06987138,13913878430,10:00-22:30,1
60000787,金原鸭血粉丝,小吃快餐,龙蟠路111号南京站1F层,3.5,3.4,3.4,3.4,19,118.7909638,32.08853122,,11:00-21:30,1
60000788,好再来早点,小吃快餐,高云岭50-1号,3.7,3.7,3.7,3.6,7,118.7771099,32.06941681,,14:00-02:00,1
60000789,老头盖浇饭,小吃快餐,红山路88号常发广场3幢1楼132室,3.6,3.6,3.6,3.5,21,118.8064819,32.08757561,13770713770,10:30-22:00,1
60000790,丼武士和风食堂,小吃快餐,阳光路3号,3.6,3.6,3.7,3.5,26,118.8086391,32.06735912,13382022159,11:00-22:00,1
60000791,川藏手撕烤兔,小吃快餐,龙蟠路79号,3.5,3.5,3.5,3.5,99,118.7856649,32.09103415,17051099963,11:00-21:00,1
60000792,秦味小吃,小吃快餐,红山路88-129号,3.6,3.6,3.6,3.6,17,118.8064087,32.08786255,,16:00-02:00,1
60000793,万利记·长沙粉面小吃,小吃快餐,龙蟠路1号南京商厦美食荟一楼,4.1,4.1,4.1,4.1,25,118.7797561,32.09306996,17620724600,10:00-22:30,1
60000794,和善园,小吃快餐,中央路70号味洲好苏莱第一间,3.6,3.5,3.5,3.5,6,118.7797322,32.06993598,,07:30-19:00,1
60000795,曼玲粥铺,小吃快餐,红山路常发广场椒上客旁,3.4,3.4,3.4,3.4,18,118.8058325,32.08849866,13915971614,06:30-20:30,1
60000796,云极咖啡,咖啡厅,环湖路情侣园十里长堤方苑,4.1,4.3,4.1,4.1,29,118.8041949,32.07012784,13776667906,10:30-20:00,1
60000797,LAVAZZA拉瓦萨咖啡,咖啡厅,龙蟠路108号金陵Stlye钟山风景名胜区旅游服务中心A1-1栋Lavazza拉瓦萨咖啡,4.5,4.5,4.4,4.4,31,118.8077953,32.06821279,17714333126,08:00-21:00,1
60000798,云岭家常菜,家常菜,高云岭53号102室,3.6,3.5,3.5,3.6,,118.7766161,32.07069854,,07:00-18:30,1
60000799,沈记家常菜馆,家常菜,峨嵋路5号,3.5,3.5,3.5,3.5,30,118.7824326,32.06365397,13813934882,11:00-21:00,1
60000800,红子家常菜馆,家常菜,东门前街61号(小市地铁站1号口步行190米),3.6,3.5,3.6,3.6,50,118.7811579,32.094614,13337728880,11:30-21:30,1
60000801,国粮饭店,家常菜,韶山路80号南京商厦旁,3.5,3.5,3.5,3.5,32,118.7805823,32.0927779,15251887008,07:00-20:00,1
60000802,心源茶楼,家常菜,厚载巷高楼门51号,3.5,3.7,3.6,3.8,58,118.7811828,32.06448057,025-85706177,05:30-14:00,1
60000803,小漓江原味桂林米粉,小吃快餐,中央路302号创意中央园区内24栋瑞幸咖啡旁,4.4,4.3,4.3,4.4,19,118.7798987,32.08893426,13851833686,09:00-20:30,1
60000804,怪兽流心披萨,西餐,红山路88号常发广场3楼007室,4,3.8,4,4,34,118.8057313,32.08817541,13505194310,08:00-21:00,1
60000805,肯德基,小吃快餐,龙蟠路108号金陵Style负一层B117、118,3.9,4,3.9,3.9,29,118.8091691,32.06811624,4009200715,11:00-20:30,1
60000806,喜梧观园 淮扬本味·南京茶馆,茶馆,台城路西家大塘46-2号,,,,3.6,408,118.7884005,32.06704183,025-58075008,08:30-21:00,1
60000807,花味烤肉·拌饭,烤肉,龙蟠路1号南京商厦1层,4.7,4.7,4.7,4.7,77,118.7796209,32.09337486,18652917342,07:30-20:30,1
60000808,白虎堂·水浒烤肉,烤肉,龙蟠路173号-5人口宾馆旁,4,4,4.1,4,72,118.8076064,32.07359362,13952054460,08:00-19:30,1
60000809,水浒烤肉,烤肉,红山路88号玄武常发广场2幢124室（商场背后一楼,4.2,4.1,4.2,4.2,62,118.8060619,32.08840605,13851651884,06:30-17:00,1
60000810,小螺庄螺蛳粉,螺蛳粉,芦席营5-2号,4.3,4.1,4.3,4.3,22,118.7757475,32.0767839,18905158808,14:00-21:00,1
60000811,螺蛳粉,螺蛳粉,板仓街10-3号,4,3.9,4,4,17,118.8144458,32.07113255,13739181114,16:00-02:00,1
60000812,昆仑小厨,更多地方菜,昆仑路百子亭后小区,3.5,3.4,3.5,3.5,,118.7823429,32.06950713,13815407269,07:30-20:00,1
60000813,华莱士全鸡汉堡,小吃快餐,东门前街2号-1,3.8,3.8,3.8,3.8,17,118.7828272,32.09655852,15371026133,10:30-21:30,1
60000814,汉堡王,小吃快餐,小市街道红山南路89号融创精彩天地104、105及203、204号商铺,4.2,4.1,4.2,4.1,39,118.7912029,32.09089207,13770645808,11:00-22:30,1
60000815,肯德基,小吃快餐,火车站北广场3楼3-1-1号,4,4,4,4,37,118.7918701,32.09061002,4009200715,10:00-21:00,1
60000816,肯德基,小吃快餐,花园路17号,3.9,3.8,3.8,3.9,28,118.81665,32.08595183,4009200715,08:30-22:00,1
60000817,厨师家常菜馆,家常菜,黄家圩150号,,,,0,,118.7969856,32.09752351,15005146123,10:30-02:00,1
60000818,鲁豫家常菜,家常菜,锁金二村1栋1单元101室,3.6,3.6,3.6,3.6,35,118.8085481,32.07551773,13814539089,11:00-21:30,1
60000819,又一顿菜馆,家常菜,花园路7号,3.4,3.3,3.2,3.3,46,118.8198161,32.08188489,15051849359,10:30-21:00,1
60000820,天添小馆,家常菜,玄武门街道百子亭4号（布丁酒店院内）,3.7,3.7,3.7,3.7,55,118.7821139,32.06676624,18913945118,18:00-02:30,1
60000821,T&C城市旅咖,咖啡厅,中央路278-3号（携程旅游院内）,3.9,4,4,3.9,14,118.7792361,32.08567478,18913944085,09:00-19:00,1
60000822,瑞幸咖啡,咖啡厅,龙蟠路108号金陵style负一层B121号铺,4.2,4.2,4.2,4.2,14,118.8088023,32.06805456,17625972952,11:00-22:00,1
60000823,Beans Solo豆号咖啡,咖啡厅,玄武湖公园环洲好一朵茉莉花隔壁,3.8,3.9,4,3.8,24,118.78737,32.07607333,13160091087,07:30-19:30,1
60000824,9平方咖啡,咖啡厅,锁金村街道,3.5,3.5,3.6,3.6,33,118.7918333,32.08820146,,06:30-20:00,1
60000825,蟹庄缘阳澄湖大闸蟹,鱼鲜,和燕路50号,3.5,3.5,3.5,3.5,413,118.7865518,32.09650351,18260102628,11:00-22:00,1
60000826,千里香菜馆,家常菜,龙蟠路121号,3.5,3.5,3.5,3.5,32,118.7952515,32.08635938,13645198296,10:30-21:30,1
60000827,非常可口鱿鱼,小吃快餐,南京邮电大学锁金村校区西北2门旁,4.2,4.1,4.1,4.2,13,118.8088189,32.07338875,18994009043,11:00-21:00,1
60000828,常来菜馆,家常菜,许府巷5号101室,3.5,3.5,3.5,3.5,50,118.7780897,32.08510031,13062561983,10:30-22:00,1
60000829,桥头排骨,小吃快餐,龙蟠路79号,3.7,3.7,3.7,3.7,24,118.7846233,32.09144382,18012983935,10:00-21:30,1
60000830,华贸玄武湖生活营地·IN YOU咖啡,咖啡厅,神武路玄武巷1号玄武湖公园内,4.4,4.6,4.5,4.6,29,118.7876334,32.0760887,18936490985,10:30-22:00,1
60000831,苏北小吃店,小吃快餐,傅厚岗与青云巷交叉口南100米,3.4,3.4,3.4,3.4,,118.7799686,32.06996428,18651615228,10:00-21:00,1
60000832,飞琼阁,小吃快餐,和燕路线路新村28栋14号,3.7,3.7,3.8,3.7,6,118.7905963,32.09736052,18868899269,10:30-20:00,1
60000833,赵明鸡蛋馅饼,小吃快餐,锁金六村21幢101室,4.3,4,4.1,4.2,8,118.8131849,32.07305264,18251955633,16:00-03:00,1
60000834,安家桂花汤圆,小吃快餐,南昌路22号,4.3,4,4.2,4.3,11,118.7769433,32.08352167,13057596243,11:00-21:00,1
60000835,徐州风味小吃,小吃快餐,锁金四村11幢104,3.7,3.5,3.7,3.8,38,118.8115182,32.07613925,18905165102,10:30-22:00,1
60000836,N多寿司,日本菜,红山路88号常发广场5楼（电影院旁）,4.1,4.1,4,4,18,118.8049828,32.08764498,18061207593,17:00-02:00,1
60000837,鲜道寿司,日本菜,地铁1号线玄武门站L玄05号商铺,4,4,3.9,4,26,118.7785705,32.07204806,15312039204,10:00-23:00,1
60000838,现炒家常菜,家常菜,梅园新村街道佳源公寓,,,,0,,118.8049694,32.05935183,,10:30-22:00,1
60000839,肿瘤医院-职工餐厅,家常菜,百子亭42号,3.6,3.6,3.5,3.6,,118.7816708,32.0709606,025-83283426,11:00-21:00,1
60000840,全三宝,家常菜,曹后村2号(红山南路,3.6,3.4,3.6,3.5,53,118.8002116,32.08684861,13601465681,10:30-21:30,1
60000841,为民早点,小吃快餐,江西路10-1号,3.8,3.8,3.8,3.8,,118.7772336,32.08439218,14751060907,10:00-22:00,1
60000842,曼玲粥店,小吃快餐,和燕路线路新村21幢3号门面房,3.6,3.6,3.6,3.6,14,118.789811,32.09725934,13182911669,10:30-21:30,1
60000843,不象茶,饮品店,玄武湖景区情侣园水岸听风南侧门房,3.6,3.6,3.7,3.6,18,118.8019552,32.0730256,19509959555,11:00-21:00,1
60000844,麦儿乐精酿啤酒,清吧,君兰路55-53号,3.9,3.9,3.9,3.9,,118.7887429,32.1012566,13512518449,10:30-21:30,1
60000845,闫记炸鸡,小吃快餐,中央路3001号,3.5,3.5,3.5,3.5,24,118.7791927,32.08921247,13813045203,10:00-22:30,1
60000846,潘老板炸鸡,小吃快餐,红山路88号常发广场4号楼1楼,4,4,4,4,16,118.8058326,32.08711637,13357727687,11:00-21:30,1
60000847,庙东排骨,小吃快餐,红山路88号常发广场1楼,3.8,3.8,3.8,3.8,21,118.8057864,32.08769041,15250973894,14:00-02:00,1
60000848,曙光国际大酒店中餐厅,本帮江浙菜,锁金村街道龙蟠路107号(南京站西侧),4.6,4.6,4.6,4.6,85,118.7890635,32.08923156,025-68888777,10:30-22:00,1
60000849,富建城市酒店-中餐厅,本帮江浙菜,中央路278-1号,3.7,3.8,3.8,3.7,103,118.7792753,32.0846336,025-83766999,11:00-22:00,1
60000850,苏小粮水饺,本帮江浙菜,百子亭26号104室（住宅）,3.4,3.4,3.4,3.4,,118.7810682,32.06830726,18651615228,11:00-21:00,1
60000851,刘长兴,小吃快餐,丹凤街高楼门6号,4.3,4.1,4.2,4.3,28,118.7818809,32.06236098,025-83616562,16:00-02:00,1
60000852,固城湖螃蟹,水果生鲜,北京东路71号,3.4,3.4,3.4,3.4,90,118.7978136,32.0599578,13813819126,10:00-22:00,1
60000853,瓜果绿营,水果生鲜,曹后村南汽宿舍南门西50米,,,,0,,118.8008719,32.08677471,,10:30-21:30,1
60000854,昕呈水果店,水果生鲜,太平门街2号3号,3.5,3.5,3.5,3.5,,118.8055866,32.06025611,15951980760,11:00-22:30,1
60000855,果福园水果超市,水果生鲜,太平门街53号-1,3.6,3.7,3.7,3.6,30,118.8070366,32.05909243,13815876261,10:00-21:00,1
60000856,平价水果超市,水果生鲜,龙蟠路177号,3.4,3.4,3.4,3.4,,118.8081887,32.07278249,13851620917,08:30-22:00,1
60000857,小郑特价水果,水果生鲜,和燕路12-7号(小市地铁站3号口步行290米),3.4,3.4,3.4,3.4,,118.782781,32.09728962,,10:30-02:00,1
60000858,小胡水果超市,水果生鲜,锁金六村路锁金六村,3.4,3.4,3.4,3.4,,118.8137833,32.07171645,,11:00-21:30,1
60000859,红山水果超市,水果生鲜,红山路175号红森公寓门面房2栋,3.4,3.4,3.4,3.4,,118.8033259,32.09467657,13915994033,10:30-21:00,1
60000860,小曹水果炒货平价店,水果生鲜,峨嵋路8号,3.5,3.5,3.5,3.5,,118.7834942,32.06341129,15094305948,18:00-02:30,1
60000861,美汁乐水果,水果生鲜,高楼门5号,3.7,3.6,3.7,3.7,28,118.7812671,32.06221517,18914735503,09:00-19:00,1
60000862,健康精品水果店,水果生鲜,芦席营38号,3.8,3.8,3.8,3.8,28,118.7758365,32.07828532,13801585613,11:00-22:00,1
60000863,利阳水果超市,水果生鲜,板仓街2号2幢103室,3.8,3.8,3.8,3.8,,118.8130279,32.06995668,13913352831,07:30-19:30,1
60000864,兄弟炸串,小吃快餐,锁金东路锁金四村14幢-2,3.4,3.4,3.4,3.4,16,118.8120914,32.07620431,13605154964,06:30-20:00,1
60000865,撸起袖子炸串串,小吃快餐,曹后村巷曹后村26-2,3.6,3.6,3.7,3.7,27,118.8004901,32.08687508,13813955742,11:00-22:00,1
60000866,无懈可鸡爆汁鸡块,小吃快餐,线路新村社区进门第三家,,,,0,,118.7893873,32.09752377,,10:30-21:30,1
60000867,乡哥炸串炸鸡,小吃快餐,锁金六村,3.7,3.7,3.7,3.7,9,118.8133182,32.07278583,13584058098,11:00-21:00,1
60000868,涤梵阁,本帮江浙菜,环湖路王安石泄湖为田,3.5,3.5,3.5,3.5,,118.7815505,32.08333211,,10:30-22:00,1
60000869,锦绣江南,本帮江浙菜,太阳宫广场一层,4.5,4.6,4.5,4.5,130,118.8085219,32.06704884,18662700618,10:00-21:30,1
60000870,江苏辰茂新世纪大酒店中餐厅?湖畔自助餐厅,本帮江浙菜,龙蟠路133号江苏辰茂新世纪大酒店二楼（近南京火车站）,4.4,4.4,4.4,4.5,142,118.7954158,32.08588154,025-86888888,10:30-22:00,1
60000871,小志炸串,小吃快餐,南京邮电大学锁金村校区西北2门旁,4.2,4,4.1,4.1,22,118.8087918,32.0733817,13515101415,10:00-21:00,1
60000872,电爆基,小吃快餐,南京国际展览中心88号,,,,0,,118.803994,32.07526561,,10:30-20:00,1
60000873,正新鸡排,小吃快餐,锁金一村9栋104室,3.4,3.4,3.4,3.4,20,118.809352,32.07349974,13815881863,16:00-03:00,1
60000874,南京面馆,面馆,龙蟠路107号沙县小吃旁,,,,0,38,118.7892288,32.08924681,,11:00-21:00,1
60000875,飞琼阁中式面点,面馆,锁金东路5号-10爱家超市旁,3.7,3.8,3.7,3.7,12,118.8134585,32.07355625,13913863930,10:30-22:00,1
60000876,酱汁烧烤龙虾,烧烤烤串,太平门街5号-7,3.6,3.6,3.6,3.6,32,118.8074375,32.05816894,13585197814,17:00-02:00,1
60000877,果多多水果大卖场,水果生鲜,东门街36号(小市地铁站1号口步行120米),3.6,3.6,3.6,3.6,49,118.7819349,32.09660039,13512503270,10:00-23:00,1
60000878,新疆海比尔烧烤,烧烤烤串,世纪东路新庄小区8幢31号,3.7,3.7,3.7,3.7,57,118.797636,32.08378168,19941569676,10:30-22:00,1
60000879,红火飞扬烧烤,烧烤烤串,十字街8-2号,3.9,3.8,3.9,3.8,27,118.8006071,32.1008462,,11:00-21:00,1
60000880,畅爽烧烤,烧烤烤串,中央路278号1302室,3.6,3.5,3.6,3.6,79,118.779097,32.08544456,,10:30-21:30,1
60000881,新疆玛拉贝拉羊肉串,烧烤烤串,龙蟠路南京邮电大学(锁金村校区)西北侧约40米,3.7,3.6,3.7,3.7,40,118.8082017,32.07277451,18851912429,10:00-22:00,1
60000882,王记龙虾烧烤,烧烤烤串,板仓街10-9号,3.4,3.4,3.4,3.4,,118.8143005,32.07098425,13814039398,10:30-21:30,1
60000883,卢记烤吧,烧烤烤串,红山路88号常发广场F1层,3.9,3.9,4,3.9,100,118.8058326,32.08707536,15261418971,11:00-21:00,1
60000884,都市云舍·音乐·露台·烧烤,烧烤烤串,阳光路3号太阳宫广场,4.4,4.4,4.4,4.4,69,118.8076101,32.06608699,19814601972,10:30-21:30,1
60000885,黄金鸡柳,小吃快餐,玄武门街道环湖路玄武门北行20米（玄武门进门左走20米）,3.5,3.5,3.5,3.5,8,118.7826511,32.07280525,18851123601,10:00-22:30,1
60000886,马老板炸鸡,小吃快餐,锁金北路2号,3.9,3.9,4,3.9,21,118.812386,32.07631888,13605145225,11:00-21:30,1
60000887,小竹林美食·烧烤,烧烤烤串,锁金北路金卡大厦东侧100米,3.9,3.6,3.8,3.8,58,118.8078377,32.07559247,13813912610,14:00-02:00,1
60000888,和福园,本帮江浙菜,中央路302号创意中央园区8号楼东,4.7,4.7,4.7,4.7,315,118.7812485,32.09031821,025-83583088,10:30-22:00,1
60000889,榴莲大咖,水果生鲜,锁金北路1号锁金二村,,,,0,,118.8083277,32.07546732,19816408215,11:00-22:00,1
60000890,旺旺鲜果园,水果生鲜,锁金六村一幢101室(板仓街28号),3.4,3.4,3.4,3.4,,118.8149317,32.07153854,13082547828,11:00-21:00,1
60000891,锅边鲜·牛肉海鲜火锅烧烤,火锅,中央路397号（南京京科医院旁）,4.8,4.7,4.7,4.8,112,118.7781895,32.08812907,15951956007,16:00-02:00,1
60000892,御花园贵宾楼,鱼鲜,太平门街6号,3.8,3.8,3.8,3.8,174,118.8077108,32.06064597,025-84813366,10:00-22:30,1
60000893,壹味渔村,鱼鲜,中央路302号2-1层,4.1,4.1,4.1,4.1,158,118.7793459,32.08961774,15151337777,07:30-19:00,1
60000894,原点烹小鲜,鱼鲜,"锁金村街道龙蟠路108号(玄武湖公园内,近岗子村地铁站3号口)",4.7,4.7,4.8,4.7,96,118.8088845,32.06829176,,06:30-20:30,1
60000895,烹小鲜知黄鱼,鱼鲜,龙蟠路情侣园黄色雕塑像旁,4.6,4.6,4.5,4.6,136,118.8073221,32.07092453,17798547799,10:30-20:00,1
60000896,金陵南湖.中华面馆,面馆,太平门街10号,4.1,4.2,4.1,4.1,24,118.805813,32.06003847,13921444441,08:00-21:00,1
60000897,海碗面馆,面馆,板仓街10-12号,3.9,3.8,3.9,4,22,118.8122253,32.06941208,13770927780,07:00-18:30,1
60000898,小渝快毛血旺,特色菜,中央北路南京商厦一楼,4.3,4.3,4.3,4.3,44,118.7791884,32.0931773,13913475309,11:00-21:00,1
60000899,坎爷火锅馆,火锅,红山路88号常发广场4楼,4.7,4.6,4.7,4.6,105,118.8053856,32.08763769,025-87722168,11:30-21:30,1
60000900,洞子口重庆鲜货火锅,火锅,龙蟠路1号南京商厦5楼（停车场8楼）,4.8,4.8,4.8,4.8,108,118.7800246,32.09262319,025-83361767,07:00-20:00,1
60000901,陆小馋量贩零食,食品滋补,小市街道和燕路7号(小市地铁站1号口步行380米),3.7,3.7,3.7,3.7,47,118.7835641,32.09780274,,05:30-14:00,1
60000902,琦王花生,食品滋补,龙蟠路1号南京商厦1楼琦王花生同仁堂隔壁,3.8,3.8,3.8,3.8,53,118.7794407,32.09325862,18117467708,09:00-20:30,1
60000903,傻子瓜子,食品滋补,锁金六村路与板仓街路交口向西300米锁金村1-1号(近新世界花园),3.8,3.8,3.8,3.8,15,118.8119808,32.0692426,13260857005,08:00-21:00,1
60000904,来伊份,食品滋补,珠江路389号（东方珍珠饭店底商）,3.8,3.8,3.6,3.7,59,118.7901558,32.05110987,025-52230235,11:00-20:30,1
60000905,座上客,食品滋补,锁金村街道锁金村南路10号(近人口宾馆),4.1,4.1,4.1,4.1,79,118.8134415,32.07319114,025-52424761,08:30-21:00,1
60000906,来伊份LYFEN,食品滋补,中央北路87号5-4,3.6,3.7,3.6,3.6,88,118.776675,32.10488983,025-86798995,07:30-20:30,1
60000907,常青藤食品专卖,食品滋补,太平门街10-16号,3.7,3.7,3.7,3.7,196,118.8058361,32.05964342,025-84664572,08:00-19:30,1
60000908,来伊份,食品滋补,北京东路36号兰园菜场一楼A区7号,3.8,3.8,3.8,3.8,36,118.7975743,32.05830104,4008819777,06:30-17:00,1
60000909,王记大碗面,面馆,肿瘤医院西1门旁,3.3,3.3,3.6,3.3,,118.7799906,32.06961223,15195988192,14:00-21:00,1
60000910,余欢领鲜火锅,火锅,龙蟠路108号,4.8,4.9,4.9,4.8,350,118.8073754,32.06888318,18061659817,16:00-02:00,1
60000911,海炽烤肉海鲜自助,自助餐,阳光路3号世纪缘湖滨花园酒店负一楼,4.3,4.4,4.4,4.3,104,118.8091001,32.06625671,4008351777,07:30-20:00,1
60000912,紫院·南京菜,本帮江浙菜,中央路264号（地铁1号线模范马路站）,4.6,4.6,4.6,4.6,87,118.7799834,32.08333118,025-84798469,10:30-21:30,1
60000913,小厨娘淮扬菜,本帮江浙菜,龙蟠路1号南京商厦3楼（九牧王旁）,4.6,4.7,4.7,4.6,114,118.779678,32.09306887,4008519797,11:00-22:30,1
60000914,优果平价水果商行,水果生鲜,金贸大街新金贸花园12幢101-110室,3.6,3.6,3.6,3.6,21,118.7739366,32.08490673,15251867407,10:00-21:00,1
60000915,钜惠水果大卖场,水果生鲜,芦席营82号(新模范马路地铁站2号口步行430米),3.7,3.8,3.8,3.7,,118.7753824,32.08339393,15067101446,08:30-22:00,1
60000916,鲜果汇水果店,水果生鲜,高云岭43里一号楼一单元(近凤凰书城),3.3,3.4,3.4,3.4,46,118.7767974,32.06988656,18001588569,10:30-02:00,1
60000917,麦部落,西餐,龙蟠路169号,4.3,4.4,4.3,4.3,54,118.8093658,32.0759653,025-84467177,11:00-21:30,1
60000918,必胜客,西餐,龙蟠路108号钟山风景名胜区旅游服务中心金陵StyleA1栋一层,4.7,4.6,4.7,4.7,62,118.8080498,32.0684773,17372245768,10:30-21:00,1
60000919,国庆菜馆,更多地方菜,韶山路80号,3.7,3.5,3.7,3.7,,118.7808817,32.0928933,13921441402,18:00-02:30,1
60000920,沸源酒家,本帮江浙菜,北京东路42-2号2楼,3.6,3.7,3.7,3.6,183,118.802709,32.05841969,15950099288,09:00-19:00,1
60000921,南京市鼓楼区柏龄餐饮店,本帮江浙菜,龙蟠路2号,,,,0,,118.7795588,32.09364984,,11:00-22:00,1
60000922,龙麟轩·私宴荣臣烟酒品藏馆,本帮江浙菜,玄武门街道玄武湖莲湖水苑,4,4.1,4,4,376,118.7886254,32.07175718,19951979779,07:30-19:30,1
60000923,百果园PAGODA,水果生鲜,高楼门45号,3.7,3.7,3.7,3.7,48,118.7812669,32.06381853,025-86502147,06:30-20:00,1
60000924,金陵之星大酒店·中餐厅,本帮江浙菜,龙蟠路169号金陵之星大酒店2层（国展中心对面）,4,4.1,4.1,4.1,81,118.8071724,32.07499215,025-86891777,11:00-22:00,1
60000925,好记·徐悲鸿画苑,本帮江浙菜,玄武门街道西家大塘46-1号,4.6,4.7,4.7,4.6,298,118.7884876,32.06699695,025-85868998,10:30-21:30,1
60000926,状元及第·臻宴,本帮江浙菜,龙蟠路108号金陵style负一楼银河街,4.8,4.9,4.9,4.9,191,118.8084516,32.06799592,18013912777,11:00-21:00,1
60000927,苏香圆手工淮扬菜,本帮江浙菜,锁金村街道太阳宫阳光路3号,4.1,4.1,4.1,4.1,101,118.8077483,32.0668384,18251902889,10:30-22:00,1
60000928,高楼门饭店,本帮江浙菜,高楼门62号,3.7,3.7,3.7,3.8,254,118.7814721,32.06539913,025-86823369,10:00-21:30,1
60000929,方苑·湖景日落餐厅,本帮江浙菜,龙蟠路100号情侣园内,4.8,4.8,4.8,4.8,370,118.8038391,32.07054631,19951943768,10:30-22:00,1
